Directive,File,Line Number,Description
#elif defined(SEEED_WIO_TERMINAL),src/Blynk/BlynkDetectDevice.h,432,Else-if for conditional compilation
"#define BLYNK_INFO_DEVICE ""Seeed Wio Terminal""",src/Blynk/BlynkDetectDevice.h,433,Defines a macro or constant (BLYNK_INFO_DEVICE)
#define BLYNK_USE_128_VPINS,src/Blynk/BlynkDetectDevice.h,434,Defines a macro or constant (BLYNK_USE_128_VPINS)
#define BLYNK_BUFFERS_SIZE 1024,src/Blynk/BlynkDetectDevice.h,435,Defines a macro or constant (BLYNK_BUFFERS_SIZE)
#elif defined(__Simblee__),src/Blynk/BlynkDetectDevice.h,438,Else-if for conditional compilation
"#define BLYNK_INFO_DEVICE  ""Simblee""",src/Blynk/BlynkDetectDevice.h,439,Defines a macro or constant (BLYNK_INFO_DEVICE)
#define BLYNK_USE_128_VPINS,src/Blynk/BlynkDetectDevice.h,440,Defines a macro or constant (BLYNK_USE_128_VPINS)
#define BLYNK_BUFFERS_SIZE 512,src/Blynk/BlynkDetectDevice.h,441,Defines a macro or constant (BLYNK_BUFFERS_SIZE)
#elif defined(__RFduino__),src/Blynk/BlynkDetectDevice.h,444,Else-if for conditional compilation
"#define BLYNK_INFO_DEVICE  ""RFduino""",src/Blynk/BlynkDetectDevice.h,445,Defines a macro or constant (BLYNK_INFO_DEVICE)
#define BLYNK_USE_128_VPINS,src/Blynk/BlynkDetectDevice.h,446,Defines a macro or constant (BLYNK_USE_128_VPINS)
#define BLYNK_BUFFERS_SIZE 512,src/Blynk/BlynkDetectDevice.h,447,Defines a macro or constant (BLYNK_BUFFERS_SIZE)
#elif defined(ARDUINO_ARCH_NRF5) && defined(NRF52_SERIES),src/Blynk/BlynkDetectDevice.h,450,Else-if for conditional compilation
"#define BLYNK_INFO_DEVICE  ""nRF52""",src/Blynk/BlynkDetectDevice.h,451,Defines a macro or constant (BLYNK_INFO_DEVICE)
#define BLYNK_USE_128_VPINS,src/Blynk/BlynkDetectDevice.h,452,Defines a macro or constant (BLYNK_USE_128_VPINS)
#define BLYNK_BUFFERS_SIZE 1024,src/Blynk/BlynkDetectDevice.h,453,Defines a macro or constant (BLYNK_BUFFERS_SIZE)
#elif defined(ARDUINO_ARCH_NRF5),src/Blynk/BlynkDetectDevice.h,456,Else-if for conditional compilation
"#define BLYNK_INFO_DEVICE  ""nRF51""",src/Blynk/BlynkDetectDevice.h,457,Defines a macro or constant (BLYNK_INFO_DEVICE)
#define BLYNK_USE_128_VPINS,src/Blynk/BlynkDetectDevice.h,458,Defines a macro or constant (BLYNK_USE_128_VPINS)
#define BLYNK_BUFFERS_SIZE 512,src/Blynk/BlynkDetectDevice.h,459,Defines a macro or constant (BLYNK_BUFFERS_SIZE)
#else,src/Blynk/BlynkDetectDevice.h,461,Else clause for conditional compilation
#if defined(BLYNK_DEBUG_ALL),src/Blynk/BlynkDetectDevice.h,462,Conditional compilation - evaluates compile-time expression - defined(BLYNK_DEBUG_ALL)
"#warning ""Cannot detect board type""",src/Blynk/BlynkDetectDevice.h,463,"Generates a compilation warning with a message: ""Cannot detect board type"""
#endif,src/Blynk/BlynkDetectDevice.h,464,Ends conditional compilation block
"#define BLYNK_INFO_DEVICE  ""Arduino""",src/Blynk/BlynkDetectDevice.h,465,Defines a macro or constant (BLYNK_INFO_DEVICE)
#endif,src/Blynk/BlynkDetectDevice.h,466,Ends conditional compilation block
#elif defined(TI_CC3220),src/Blynk/BlynkDetectDevice.h,468,Else-if for conditional compilation
"#define BLYNK_INFO_DEVICE  ""TI CC3220""",src/Blynk/BlynkDetectDevice.h,469,Defines a macro or constant (BLYNK_INFO_DEVICE)
#define BLYNK_USE_128_VPINS,src/Blynk/BlynkDetectDevice.h,470,Defines a macro or constant (BLYNK_USE_128_VPINS)
#define BLYNK_BUFFERS_SIZE 1024,src/Blynk/BlynkDetectDevice.h,471,Defines a macro or constant (BLYNK_BUFFERS_SIZE)
#define BLYNK_USE_INTERNAL_DTOSTRF,src/Blynk/BlynkDetectDevice.h,473,Defines a macro or constant (BLYNK_USE_INTERNAL_DTOSTRF)
#else,src/Blynk/BlynkDetectDevice.h,475,Else clause for conditional compilation
"#define BLYNK_INFO_DEVICE  ""Custom platform""",src/Blynk/BlynkDetectDevice.h,477,Defines a macro or constant (BLYNK_INFO_DEVICE)
#endif,src/Blynk/BlynkDetectDevice.h,479,Ends conditional compilation block
#if !defined(BLYNK_MAX_READBYTES) && defined(BLYNK_BUFFERS_SIZE),src/Blynk/BlynkDetectDevice.h,481,Conditional compilation - evaluates compile-time expression - !defined(BLYNK_MAX_READBYTES) && defined(BLYNK_BUFFERS_SIZE)
#define BLYNK_MAX_READBYTES  BLYNK_BUFFERS_SIZE,src/Blynk/BlynkDetectDevice.h,482,Defines a macro or constant (BLYNK_MAX_READBYTES)
#endif,src/Blynk/BlynkDetectDevice.h,483,Ends conditional compilation block
#if !defined(BLYNK_MAX_SENDBYTES) && defined(BLYNK_BUFFERS_SIZE),src/Blynk/BlynkDetectDevice.h,485,Conditional compilation - evaluates compile-time expression - !defined(BLYNK_MAX_SENDBYTES) && defined(BLYNK_BUFFERS_SIZE)
#define BLYNK_MAX_SENDBYTES  BLYNK_BUFFERS_SIZE,src/Blynk/BlynkDetectDevice.h,486,Defines a macro or constant (BLYNK_MAX_SENDBYTES)
#endif,src/Blynk/BlynkDetectDevice.h,487,Ends conditional compilation block
#if defined(BLYNK_DEBUG_ALL),src/Blynk/BlynkDetectDevice.h,491,Conditional compilation - evaluates compile-time expression - defined(BLYNK_DEBUG_ALL)
#if defined(BLYNK_INFO_DEVICE),src/Blynk/BlynkDetectDevice.h,492,Conditional compilation - evaluates compile-time expression - defined(BLYNK_INFO_DEVICE)
"#pragma message (""BLYNK_INFO_DEVICE="" BLYNK_TOSTRING(BLYNK_INFO_DEVICE))",src/Blynk/BlynkDetectDevice.h,493,"Compiler-specific directive - message (""BLYNK_INFO_DEVICE="" BLYNK_TOSTRING(BLYNK_INFO_DEVICE))"
#endif,src/Blynk/BlynkDetectDevice.h,494,Ends conditional compilation block
#if defined(BLYNK_INFO_CPU),src/Blynk/BlynkDetectDevice.h,496,Conditional compilation - evaluates compile-time expression - defined(BLYNK_INFO_CPU)
"#pragma message (""BLYNK_INFO_CPU=""    BLYNK_TOSTRING(BLYNK_INFO_CPU))",src/Blynk/BlynkDetectDevice.h,497,"Compiler-specific directive - message (""BLYNK_INFO_CPU=""    BLYNK_TOSTRING(BLYNK_INFO_CPU))"
#endif,src/Blynk/BlynkDetectDevice.h,498,Ends conditional compilation block
#if defined(BLYNK_BUFFERS_SIZE),src/Blynk/BlynkDetectDevice.h,500,Conditional compilation - evaluates compile-time expression - defined(BLYNK_BUFFERS_SIZE)
"#pragma message (""BLYNK_BUFFERS_SIZE="" BLYNK_TOSTRING(BLYNK_BUFFERS_SIZE))",src/Blynk/BlynkDetectDevice.h,501,"Compiler-specific directive - message (""BLYNK_BUFFERS_SIZE="" BLYNK_TOSTRING(BLYNK_BUFFERS_SIZE))"
#endif,src/Blynk/BlynkDetectDevice.h,502,Ends conditional compilation block
#endif,src/Blynk/BlynkDetectDevice.h,503,Ends conditional compilation block
#endif,src/Blynk/BlynkDetectDevice.h,505,Ends conditional compilation block
#endif,src/Blynk/BlynkDetectDevice.h,507,Ends conditional compilation block
#ifndef BLYNKEVERYN_H,src/Blynk/BlynkEveryN.h,2,Conditional compilation - evaluates compile-time expression - ndef BLYNKEVERYN_H
#define BLYNKEVERYN_H,src/Blynk/BlynkEveryN.h,3,Defines a macro or constant (BLYNKEVERYN_H)
#include <Blynk/BlynkDebug.h>,src/Blynk/BlynkEveryN.h,5,Includes the contents of a file (Blynk/BlynkDebug.h)
"#define BLYNK_EVERY_N_MILLIS_I(NAME,N)  static BlynkEveryNMillis NAME(N); if(NAME)",src/Blynk/BlynkEveryN.h,59,Defines a macro or constant (BLYNK_EVERY_N_MILLIS_I)
"#define BLYNK_EVERY_N_SECONDS_I(NAME,N) static BlynkEveryNSeconds NAME(N); if(NAME)",src/Blynk/BlynkEveryN.h,60,Defines a macro or constant (BLYNK_EVERY_N_SECONDS_I)
"#define BLYNK_EVERY_N_MINUTES_I(NAME,N) static BlynkEveryNMinutes NAME(N); if(NAME)",src/Blynk/BlynkEveryN.h,61,Defines a macro or constant (BLYNK_EVERY_N_MINUTES_I)
"#define BLYNK_EVERY_N_HOURS_I(NAME,N)   static BlynkEveryNHours NAME(N); if(NAME)",src/Blynk/BlynkEveryN.h,62,Defines a macro or constant (BLYNK_EVERY_N_HOURS_I)
"#define BLYNK_EVERY_N_MILLIS(N)  BLYNK_EVERY_N_MILLIS_I(BLYNK_CONCAT2(PER, __COUNTER__),N)",src/Blynk/BlynkEveryN.h,64,Defines a macro or constant (BLYNK_EVERY_N_MILLIS)
"#define BLYNK_EVERY_N_SECONDS(N) BLYNK_EVERY_N_SECONDS_I(BLYNK_CONCAT2(PER, __COUNTER__),N)",src/Blynk/BlynkEveryN.h,65,Defines a macro or constant (BLYNK_EVERY_N_SECONDS)
"#define BLYNK_EVERY_N_MINUTES(N) BLYNK_EVERY_N_MINUTES_I(BLYNK_CONCAT2(PER, __COUNTER__),N)",src/Blynk/BlynkEveryN.h,66,Defines a macro or constant (BLYNK_EVERY_N_MINUTES)
"#define BLYNK_EVERY_N_HOURS(N)   BLYNK_EVERY_N_HOURS_I(BLYNK_CONCAT2(PER, __COUNTER__),N)",src/Blynk/BlynkEveryN.h,67,Defines a macro or constant (BLYNK_EVERY_N_HOURS)
#endif,src/Blynk/BlynkEveryN.h,69,Ends conditional compilation block
#ifndef BlynkHandlers_h,src/Blynk/BlynkHandlers.h,11,Conditional compilation - evaluates compile-time expression - ndef BlynkHandlers_h
#define BlynkHandlers_h,src/Blynk/BlynkHandlers.h,12,Defines a macro or constant (BlynkHandlers_h)
#include <Blynk/BlynkConfig.h>,src/Blynk/BlynkHandlers.h,14,Includes the contents of a file (Blynk/BlynkConfig.h)
#include <Blynk/BlynkParam.h>,src/Blynk/BlynkHandlers.h,15,Includes the contents of a file (Blynk/BlynkParam.h)
#define V0  0,src/Blynk/BlynkHandlers.h,19,Defines a macro or constant (V0)
#define V1  1,src/Blynk/BlynkHandlers.h,20,Defines a macro or constant (V1)
#define V2  2,src/Blynk/BlynkHandlers.h,21,Defines a macro or constant (V2)
#define V3  3,src/Blynk/BlynkHandlers.h,22,Defines a macro or constant (V3)
#define V4  4,src/Blynk/BlynkHandlers.h,23,Defines a macro or constant (V4)
#define V5  5,src/Blynk/BlynkHandlers.h,24,Defines a macro or constant (V5)
#define V6  6,src/Blynk/BlynkHandlers.h,25,Defines a macro or constant (V6)
#define V7  7,src/Blynk/BlynkHandlers.h,26,Defines a macro or constant (V7)
#define V8  8,src/Blynk/BlynkHandlers.h,27,Defines a macro or constant (V8)
#define V9  9,src/Blynk/BlynkHandlers.h,28,Defines a macro or constant (V9)
#define V10 10,src/Blynk/BlynkHandlers.h,29,Defines a macro or constant (V10)
#define V11 11,src/Blynk/BlynkHandlers.h,30,Defines a macro or constant (V11)
#define V12 12,src/Blynk/BlynkHandlers.h,31,Defines a macro or constant (V12)
#define V13 13,src/Blynk/BlynkHandlers.h,32,Defines a macro or constant (V13)
#define V14 14,src/Blynk/BlynkHandlers.h,33,Defines a macro or constant (V14)
#define V15 15,src/Blynk/BlynkHandlers.h,34,Defines a macro or constant (V15)
#define V16 16,src/Blynk/BlynkHandlers.h,35,Defines a macro or constant (V16)
#define V17 17,src/Blynk/BlynkHandlers.h,36,Defines a macro or constant (V17)
#define V18 18,src/Blynk/BlynkHandlers.h,37,Defines a macro or constant (V18)
#define V19 19,src/Blynk/BlynkHandlers.h,38,Defines a macro or constant (V19)
#define V20 20,src/Blynk/BlynkHandlers.h,39,Defines a macro or constant (V20)
#define V21 21,src/Blynk/BlynkHandlers.h,40,Defines a macro or constant (V21)
#define V22 22,src/Blynk/BlynkHandlers.h,41,Defines a macro or constant (V22)
#define V23 23,src/Blynk/BlynkHandlers.h,42,Defines a macro or constant (V23)
#define V24 24,src/Blynk/BlynkHandlers.h,43,Defines a macro or constant (V24)
#define V25 25,src/Blynk/BlynkHandlers.h,44,Defines a macro or constant (V25)
#define V26 26,src/Blynk/BlynkHandlers.h,45,Defines a macro or constant (V26)
#define V27 27,src/Blynk/BlynkHandlers.h,46,Defines a macro or constant (V27)
#define V28 28,src/Blynk/BlynkHandlers.h,47,Defines a macro or constant (V28)
#define V29 29,src/Blynk/BlynkHandlers.h,48,Defines a macro or constant (V29)
#define V30 30,src/Blynk/BlynkHandlers.h,49,Defines a macro or constant (V30)
#define V31 31,src/Blynk/BlynkHandlers.h,50,Defines a macro or constant (V31)
#ifdef BLYNK_USE_128_VPINS,src/Blynk/BlynkHandlers.h,51,Conditional compilation - evaluates compile-time expression - def BLYNK_USE_128_VPINS
#define V32 32,src/Blynk/BlynkHandlers.h,52,Defines a macro or constant (V32)
#define V33 33,src/Blynk/BlynkHandlers.h,53,Defines a macro or constant (V33)
#define V34 34,src/Blynk/BlynkHandlers.h,54,Defines a macro or constant (V34)
#define V35 35,src/Blynk/BlynkHandlers.h,55,Defines a macro or constant (V35)
#define V36 36,src/Blynk/BlynkHandlers.h,56,Defines a macro or constant (V36)
#define V37 37,src/Blynk/BlynkHandlers.h,57,Defines a macro or constant (V37)
#define V38 38,src/Blynk/BlynkHandlers.h,58,Defines a macro or constant (V38)
#define V39 39,src/Blynk/BlynkHandlers.h,59,Defines a macro or constant (V39)
#define V40 40,src/Blynk/BlynkHandlers.h,60,Defines a macro or constant (V40)
#define V41 41,src/Blynk/BlynkHandlers.h,61,Defines a macro or constant (V41)
#define V42 42,src/Blynk/BlynkHandlers.h,62,Defines a macro or constant (V42)
#define V43 43,src/Blynk/BlynkHandlers.h,63,Defines a macro or constant (V43)
#define V44 44,src/Blynk/BlynkHandlers.h,64,Defines a macro or constant (V44)
#define V45 45,src/Blynk/BlynkHandlers.h,65,Defines a macro or constant (V45)
#define V46 46,src/Blynk/BlynkHandlers.h,66,Defines a macro or constant (V46)
#define V47 47,src/Blynk/BlynkHandlers.h,67,Defines a macro or constant (V47)
#define V48 48,src/Blynk/BlynkHandlers.h,68,Defines a macro or constant (V48)
#define V49 49,src/Blynk/BlynkHandlers.h,69,Defines a macro or constant (V49)
#define V50 50,src/Blynk/BlynkHandlers.h,70,Defines a macro or constant (V50)
#define V51 51,src/Blynk/BlynkHandlers.h,71,Defines a macro or constant (V51)
#define V52 52,src/Blynk/BlynkHandlers.h,72,Defines a macro or constant (V52)
#define V53 53,src/Blynk/BlynkHandlers.h,73,Defines a macro or constant (V53)
#define V54 54,src/Blynk/BlynkHandlers.h,74,Defines a macro or constant (V54)
#define V55 55,src/Blynk/BlynkHandlers.h,75,Defines a macro or constant (V55)
#define V56 56,src/Blynk/BlynkHandlers.h,76,Defines a macro or constant (V56)
#define V57 57,src/Blynk/BlynkHandlers.h,77,Defines a macro or constant (V57)
#define V58 58,src/Blynk/BlynkHandlers.h,78,Defines a macro or constant (V58)
#define V59 59,src/Blynk/BlynkHandlers.h,79,Defines a macro or constant (V59)
#define V60 60,src/Blynk/BlynkHandlers.h,80,Defines a macro or constant (V60)
#define V61 61,src/Blynk/BlynkHandlers.h,81,Defines a macro or constant (V61)
#define V62 62,src/Blynk/BlynkHandlers.h,82,Defines a macro or constant (V62)
#define V63 63,src/Blynk/BlynkHandlers.h,83,Defines a macro or constant (V63)
#define V64 64,src/Blynk/BlynkHandlers.h,84,Defines a macro or constant (V64)
#define V65 65,src/Blynk/BlynkHandlers.h,85,Defines a macro or constant (V65)
#define V66 66,src/Blynk/BlynkHandlers.h,86,Defines a macro or constant (V66)
#define V67 67,src/Blynk/BlynkHandlers.h,87,Defines a macro or constant (V67)
#define V68 68,src/Blynk/BlynkHandlers.h,88,Defines a macro or constant (V68)
#define V69 69,src/Blynk/BlynkHandlers.h,89,Defines a macro or constant (V69)
#define V70 70,src/Blynk/BlynkHandlers.h,90,Defines a macro or constant (V70)
#define V71 71,src/Blynk/BlynkHandlers.h,91,Defines a macro or constant (V71)
#define V72 72,src/Blynk/BlynkHandlers.h,92,Defines a macro or constant (V72)
#define V73 73,src/Blynk/BlynkHandlers.h,93,Defines a macro or constant (V73)
#define V74 74,src/Blynk/BlynkHandlers.h,94,Defines a macro or constant (V74)
#define V75 75,src/Blynk/BlynkHandlers.h,95,Defines a macro or constant (V75)
#define V76 76,src/Blynk/BlynkHandlers.h,96,Defines a macro or constant (V76)
#define V77 77,src/Blynk/BlynkHandlers.h,97,Defines a macro or constant (V77)
#define V78 78,src/Blynk/BlynkHandlers.h,98,Defines a macro or constant (V78)
#define V79 79,src/Blynk/BlynkHandlers.h,99,Defines a macro or constant (V79)
#define V80 80,src/Blynk/BlynkHandlers.h,100,Defines a macro or constant (V80)
#define V81 81,src/Blynk/BlynkHandlers.h,101,Defines a macro or constant (V81)
#define V82 82,src/Blynk/BlynkHandlers.h,102,Defines a macro or constant (V82)
#define V83 83,src/Blynk/BlynkHandlers.h,103,Defines a macro or constant (V83)
#define V84 84,src/Blynk/BlynkHandlers.h,104,Defines a macro or constant (V84)
#define V85 85,src/Blynk/BlynkHandlers.h,105,Defines a macro or constant (V85)
#define V86 86,src/Blynk/BlynkHandlers.h,106,Defines a macro or constant (V86)
#define V87 87,src/Blynk/BlynkHandlers.h,107,Defines a macro or constant (V87)
#define V88 88,src/Blynk/BlynkHandlers.h,108,Defines a macro or constant (V88)
#define V89 89,src/Blynk/BlynkHandlers.h,109,Defines a macro or constant (V89)
#define V90 90,src/Blynk/BlynkHandlers.h,110,Defines a macro or constant (V90)
#define V91 91,src/Blynk/BlynkHandlers.h,111,Defines a macro or constant (V91)
#define V92 92,src/Blynk/BlynkHandlers.h,112,Defines a macro or constant (V92)
#define V93 93,src/Blynk/BlynkHandlers.h,113,Defines a macro or constant (V93)
#define V94 94,src/Blynk/BlynkHandlers.h,114,Defines a macro or constant (V94)
#define V95 95,src/Blynk/BlynkHandlers.h,115,Defines a macro or constant (V95)
#define V96 96,src/Blynk/BlynkHandlers.h,116,Defines a macro or constant (V96)
#define V97 97,src/Blynk/BlynkHandlers.h,117,Defines a macro or constant (V97)
#define V98 98,src/Blynk/BlynkHandlers.h,118,Defines a macro or constant (V98)
#define V99 99,src/Blynk/BlynkHandlers.h,119,Defines a macro or constant (V99)
#define V100 100,src/Blynk/BlynkHandlers.h,120,Defines a macro or constant (V100)
#define V101 101,src/Blynk/BlynkHandlers.h,121,Defines a macro or constant (V101)
#define V102 102,src/Blynk/BlynkHandlers.h,122,Defines a macro or constant (V102)
#define V103 103,src/Blynk/BlynkHandlers.h,123,Defines a macro or constant (V103)
#define V104 104,src/Blynk/BlynkHandlers.h,124,Defines a macro or constant (V104)
#define V105 105,src/Blynk/BlynkHandlers.h,125,Defines a macro or constant (V105)
#define V106 106,src/Blynk/BlynkHandlers.h,126,Defines a macro or constant (V106)
#define V107 107,src/Blynk/BlynkHandlers.h,127,Defines a macro or constant (V107)
#define V108 108,src/Blynk/BlynkHandlers.h,128,Defines a macro or constant (V108)
#define V109 109,src/Blynk/BlynkHandlers.h,129,Defines a macro or constant (V109)
#define V110 110,src/Blynk/BlynkHandlers.h,130,Defines a macro or constant (V110)
#define V111 111,src/Blynk/BlynkHandlers.h,131,Defines a macro or constant (V111)
#define V112 112,src/Blynk/BlynkHandlers.h,132,Defines a macro or constant (V112)
#define V113 113,src/Blynk/BlynkHandlers.h,133,Defines a macro or constant (V113)
#define V114 114,src/Blynk/BlynkHandlers.h,134,Defines a macro or constant (V114)
#define V115 115,src/Blynk/BlynkHandlers.h,135,Defines a macro or constant (V115)
#define V116 116,src/Blynk/BlynkHandlers.h,136,Defines a macro or constant (V116)
#define V117 117,src/Blynk/BlynkHandlers.h,137,Defines a macro or constant (V117)
#define V118 118,src/Blynk/BlynkHandlers.h,138,Defines a macro or constant (V118)
#define V119 119,src/Blynk/BlynkHandlers.h,139,Defines a macro or constant (V119)
#define V120 120,src/Blynk/BlynkHandlers.h,140,Defines a macro or constant (V120)
#define V121 121,src/Blynk/BlynkHandlers.h,141,Defines a macro or constant (V121)
#define V122 122,src/Blynk/BlynkHandlers.h,142,Defines a macro or constant (V122)
#define V123 123,src/Blynk/BlynkHandlers.h,143,Defines a macro or constant (V123)
#define V124 124,src/Blynk/BlynkHandlers.h,144,Defines a macro or constant (V124)
#define V125 125,src/Blynk/BlynkHandlers.h,145,Defines a macro or constant (V125)
#define V126 126,src/Blynk/BlynkHandlers.h,146,Defines a macro or constant (V126)
#define V127 127,src/Blynk/BlynkHandlers.h,147,Defines a macro or constant (V127)
#endif,src/Blynk/BlynkHandlers.h,148,Ends conditional compilation block
#define BLYNK_WRITE_2(pin) \,src/Blynk/BlynkHandlers.h,151,Defines a macro or constant (BLYNK_WRITE_2)
#define BLYNK_READ_2(pin)  \,src/Blynk/BlynkHandlers.h,154,Defines a macro or constant (BLYNK_READ_2)
#define BLYNK_WRITE_DEFAULT() BLYNK_WRITE_2(Default),src/Blynk/BlynkHandlers.h,157,Defines a macro or constant (BLYNK_WRITE_DEFAULT)
#define BLYNK_READ_DEFAULT()  BLYNK_READ_2(Default),src/Blynk/BlynkHandlers.h,158,Defines a macro or constant (BLYNK_READ_DEFAULT)
#define BLYNK_WRITE(pin)      BLYNK_WRITE_2(pin),src/Blynk/BlynkHandlers.h,160,Defines a macro or constant (BLYNK_WRITE)
#define BLYNK_READ(pin)       BLYNK_READ_2(pin),src/Blynk/BlynkHandlers.h,161,Defines a macro or constant (BLYNK_READ)
#define BLYNK_IN_2(pin)  \,src/Blynk/BlynkHandlers.h,164,Defines a macro or constant (BLYNK_IN_2)
#define BLYNK_OUT_2(pin) \,src/Blynk/BlynkHandlers.h,167,Defines a macro or constant (BLYNK_OUT_2)
#define BLYNK_INPUT_DEFAULT()   BLYNK_IN_2(Default),src/Blynk/BlynkHandlers.h,170,Defines a macro or constant (BLYNK_INPUT_DEFAULT)
#define BLYNK_OUTPUT_DEFAULT()  BLYNK_OUT_2(Default),src/Blynk/BlynkHandlers.h,171,Defines a macro or constant (BLYNK_OUTPUT_DEFAULT)
#define BLYNK_INPUT(pin)        BLYNK_IN_2(pin),src/Blynk/BlynkHandlers.h,173,Defines a macro or constant (BLYNK_INPUT)
#define BLYNK_OUTPUT(pin)       BLYNK_OUT_2(pin),src/Blynk/BlynkHandlers.h,174,Defines a macro or constant (BLYNK_OUTPUT)
#define BLYNK_CONNECTED()    void BlynkOnConnected(),src/Blynk/BlynkHandlers.h,177,Defines a macro or constant (BLYNK_CONNECTED)
#define BLYNK_DISCONNECTED() void BlynkOnDisconnected(),src/Blynk/BlynkHandlers.h,178,Defines a macro or constant (BLYNK_DISCONNECTED)
"#define BLYNK_VAR_INT(name, pin) \",src/Blynk/BlynkHandlers.h,182,Defines a macro or constant (BLYNK_VAR_INT)
"#define BLYNK_VAR_LONG(name, pin) \",src/Blynk/BlynkHandlers.h,187,Defines a macro or constant (BLYNK_VAR_LONG)
#ifndef BLYNK_NO_FLOAT,src/Blynk/BlynkHandlers.h,192,Conditional compilation - evaluates compile-time expression - ndef BLYNK_NO_FLOAT
"#define BLYNK_VAR_DOUBLE(name, pin) \",src/Blynk/BlynkHandlers.h,193,Defines a macro or constant (BLYNK_VAR_DOUBLE)
#endif,src/Blynk/BlynkHandlers.h,197,Ends conditional compilation block
#ifdef ARDUINO,src/Blynk/BlynkHandlers.h,199,Conditional compilation - evaluates compile-time expression - def ARDUINO
